name,ra,dec,lii,bii,cluster_radius,pm_ra,pm_dec,rad_vel,rad_vel_error,num_cluster_stars,distance
NGC 7055,319.89,57.607,97.481,5.618,  0.100,   1.09,  -2.61,,,     33,    1948
FSR 0354,332.79,57.66,102.785,1.199,  0.120,  -2.80,  -3.64,,,     84,    1169
ASCC 6,26.82,57.68,130.365,-4.384,  0.190,  -0.52,  -0.68,  -20.00,    7.40,    205,    1350
ASCC 9,41.745,57.745,137.879,-1.734,  0.210,  -0.32,  -2.50,  -41.75,    1.25,    415,    2901
NGC 7281,336.265,57.82,104.42,0.308,  0.180,  -1.56,  -2.44,,,    191,    1600
Stock 21,7.561,57.931,120.112,-4.825,  0.155,  -1.07,  -2.76,,,    168,    1700
Teutsch 74,326.415,58.095,100.364,3.611,  0.140,   3.31,  -3.58,,,    119,    3330
FSR 0596,37.432,58.1,135.637,-2.326,  0.135,  -1.49,   2.97,  -52.00,    6.80,    132,    1417
NGC 7261,335.118,58.113,104.065,0.882,  0.220,  -4.46,  -7.53,,,    262,    2692
King 2,12.732,58.201,122.865,-4.671,  0.100,  -1.71,  -0.08, -144.25,    5.92,     53,    5499
FSR 0670,78.855,58.205,152.333,11.35,  0.150,   4.33,  -5.70,,,     58,    2007
IC 361,64.74,58.25,147.515,5.661,  0.220,   5.76,  -5.44,,,    255,    3000
NGC 457,19.905,58.28,126.64,-4.389,  0.220,  -1.92,  -2.19,  -32.69,    3.47,    321,    2400
FSR 0377,338.655,58.295,105.748,0.063,  0.050,  -4.58,  -1.53,,,     20,    2300
King 18,343.023,58.298,107.773,-1.017,  0.105,  -2.91,   3.18,,,     91,    2550
Basel 10,34.873,58.304,134.302,-2.61,  0.075,  -0.75,   1.62,  -32.08,    0.77,     61,    2000
FSR 0381,340.533,58.34,106.631,-0.379,  0.150,  -3.95,  -0.52,,,    112,    3552
Juchert 9,58.837,58.4,145.115,3.687,  0.070,  -0.51,   1.76,,,     29,    3971
King 20,353.325,58.463,112.847,-2.87,  0.115,  -1.73,   5.32,,,     82,    1850
FSR 0441,355.503,58.545,113.963,-3.113,  0.100,  -0.03,  -1.20,,,     65,    1998
Czernik 14,49.267,58.605,140.945,0.922,  0.070,   0.33,  -2.46,,,     50,    2200
FSR 0394,343.785,58.725,108.318,-0.807,  0.095,  -5.62,   1.78,,,     97,    4739
Berkeley 66,46.016,58.74,139.42,0.18,  0.115,   2.81,   0.03,  -50.65,    0.05,    221,    7002
Alessi 20,2.667,58.748,117.653,-3.705,  0.305,   6.34,  -2.51,  -11.50,    0.01,    101,     470
FSR 0591,36.915,58.758,135.143,-1.814,  0.100,  -0.98,   1.52,,,     64,    2297
Czernik 8,38.255,58.768,135.785,-1.546,  0.090,  -0.60,  -0.26,,,     87,    1410
FSR 0358,332.558,58.795,103.337,2.198,  0.280,   5.25,  -2.98,,,    162,    2578
NGC 436,18.996,58.811,126.113,-3.909,  0.155,  -1.90,  -2.15,  -74.28,    0.27,     77,    3000
FSR 0385,340.627,58.92,106.95,0.108,  0.075,  -1.10,   2.26,,,     40,    1726
ASCC 7,29.775,58.925,131.58,-2.806,  0.180,   1.94,  -1.21,  -49.00,   10.00,    254,    2000
Teutsch 125,333.291,58.977,103.753,2.131,  0.100,  -3.72,  -0.74,,,     47,    1445
FSR 0366,334.683,59,104.361,1.749,  0.140,  -1.82,  -1.33,,,    117,    5610
Berkeley 97,339.849,59.017,106.644,0.386,  0.065,  -1.18,  -3.35,,,     49,    1800
King 4,39.023,59.025,136.051,-1.155,  0.180,  -1.74,  -0.09,  -58.30,,    242,    2801
Tombaugh 5,57.015,59.07,143.956,3.609,  0.270,   1.20,  -1.42,   -5.80,    0.30,    688,    1350
FSR 0443,355.897,59.08,114.301,-2.65,  0.120,   0.46,  -2.31,,,     80,    1821
Berkeley 95,337.072,59.14,105.473,1.209,  0.120,  -3.26,  -3.34,,,    124,    1800
King 10,343.755,59.17,108.497,-0.399,  0.205,  -2.44,   2.71,,,    364,    2750
SAI 17,35.212,59.2,134.166,-1.708,  0.080,   0.03,  -0.32,,,     51,    4000
FSR 0632,53.145,59.21,142.28,2.532,  0.155,   1.87,  -2.32,,,    146,    1037
FSR 0459,0.128,59.242,116.451,-2.987,  0.090,  -1.66,  -0.01,,,     50,    2926
Berkeley 103,356.317,59.3,114.566,-2.493,  0.115,   1.02,  -3.93,,,     87,    1800
FSR 0486,5.103,59.332,118.978,-3.301,  0.060,  -2.35,  -1.46,,,     27,    1850
NGC 6832,296.99,59.398,91.966,16.372,  0.110,   0.05,   2.80,,,     22,    3095
FSR 0634,55.095,59.43,142.957,3.295,  0.100,   0.39,   0.30,,,     69,    2301
Stock 2,33.66,59.44,133.339,-1.74,  1.700,  16.13, -14.50,    1.81,    1.82,    661,     400
BDSB 37,344.775,59.468,109.095,-0.352,  0.055,  -3.75,   2.06,  -54.81,,     28,    2275
IRAS 23151+5912,349.354,59.474,111.241,-1.247,  0.115,  -2.37,  -0.41,  -61.92,,     96,    2900
ASCC 8,35.19,59.69,133.99,-1.25,  0.240,  -0.82,   0.19,  -12.89,,    346,    1801
FSR 0401,345.248,59.705,109.411,-0.235,  0.100,  -6.90,   2.60,,,    101,    3208
FSR 0474,2.685,59.735,117.818,-2.732,  0.090,  -1.41,  -0.02,,,     59,    4638
FSR 0435,352.808,59.775,112.989,-1.539,  0.140,  -2.33,  -0.71,,,    134,     805
Teutsch 54,341.842,59.783,107.901,0.582,  0.075,  -0.62,   2.53,,,     40,    4004
FSR 0521,13.245,59.835,123.126,-3.036,  0.125,  -1.36,  -0.18,,,    122,    2534
FSR 0417,348.488,59.855,110.971,-0.733,  0.100,  -3.31,   0.59,  -65.00,,     68,    2180
Czernik 9,38.385,59.875,135.422,-0.497,  0.090,  -2.62,  -3.09,,,     71,    1900
Dolidze 56,331.027,59.9,103.352,3.55,  0.065,  -2.78,  -1.00,,,     49,    7000
Czernik 42,339.903,59.918,107.105,1.161,  0.075,  -2.78,  -2.67,,,     85,    4001
NGC 7429,343.973,59.96,108.937,0.266,  0.125,  -2.59,   2.38,,,    118,    1250
Juchert-Saloran 1,4.082,59.962,118.546,-2.61,  0.125,  -2.38,  -1.24,,,    125,    5326
Riddle 6,317.95,59.965,98.504,7.971,  0.065,  -2.73,  -4.72,  -16.80,    0.60,     16,    1198
Stock 23,49.23,60.015,140.184,2.109,  0.280,  -1.35,  -1.30,  -16.75,    4.25,    179,     450
FSR 0364,332.678,60.08,104.128,3.214,  0.085,  -1.49,  -1.51,,,     58,    3399
NGC 7795,359.409,60.083,116.266,-2.091,  0.115,   1.48,   1.71,,,     97,    4901
Kumar 21,334.087,60.103,104.721,2.834,  0.075,  -1.55,  -2.34,,,     40,    2500
NGC 433,18.801,60.123,125.891,-2.612,  0.140,  -2.32,  -1.60,  -36.91,    0.18,    151,    1650
Czernik 2,10.925,60.152,121.968,-2.705,  0.110,  -0.71,  -1.00,,,     92,    4500
NGC 743,29.655,60.157,131.203,-1.632,  0.170,  -1.81,  -2.77,   -6.50,    4.50,    215,    1100
Czernik 10,38.475,60.18,135.347,-0.199,  0.090,  -4.33,  -2.86,,,     68,    2500
NGC 129,7.542,60.203,120.29,-2.56,  0.155,  -2.20,  -1.16,  -38.03,    0.82,    240,    1685
Skiff J2330+60.2,352.575,60.247,113.023,-1.055,  0.140,  -2.60,  -1.13,,,    147,    1801
FSR 0627,50.085,60.26,140.413,2.544,  0.070,  -0.89,  -2.56,,,     27,    1933
Riddle 4,31.86,60.271,132.225,-1.222,  0.083,   1.01,  -1.10,,,     65,    2200
FSR 0537,19.768,60.347,126.347,-2.341,  0.100,  -0.22,  -3.04,,,     72,    2075
Berkeley 2,6.316,60.382,119.701,-2.325,  0.100,   1.07,  -2.68,,,    108,    5499
Berkeley 65,39.75,60.4,135.841,0.252,  0.110,   0.12,  -2.57,,,    137,    2501
IC 1848,42.777,60.41,137.191,0.894,  0.270,  -0.79,  -0.89,  -47.38,    6.87,    254,    1500
Teutsch 53,336.09,60.413,105.724,2.552,  0.075,  -6.11,  -5.68,,,     45,    5502
Markarian 50,348.813,60.434,111.333,-0.253,  0.075,  -0.31,  -1.54,  -81.00,    2.00,     59,    2300
IRAS 02054+6011,32.175,60.437,132.326,-1.018,  0.125,   1.06,  -2.72,,,     92,    2726
Berkeley 1,2.4,60.467,117.795,-1.987,  0.070,  -0.27,  -2.30,,,     42,   10300
BDSB 47,358.263,60.47,115.794,-1.59,  0.050,   1.88,  -4.55,,,     12,    1800
King 19,347.048,60.528,110.562,0.16,  0.145,  -6.50,  -1.00,,,    186,    2000
SAI 149,354.514,60.545,114.027,-1.052,  0.060,  -0.87,  -1.28,,,     38,    1799
SAI 24,44.865,60.55,138.042,1.49,  0.115,  -1.42,  -0.20,  -40.00,,     54,    1000
FSR 0628,50.8,60.55,140.552,2.979,  0.100,  -1.42,  -4.38,,,     89,    5001
NGC 7510,347.757,60.579,110.904,0.074,  0.133,  -2.83,  -1.46,,,    216,    2100
IRAS 02511+6023,43.815,60.6,137.562,1.294,  0.070,  -1.49,  -0.92,,,     24,    2028
FSR 0351,327.675,60.64,102.492,5.156,  0.140,  -2.07,  -4.09,,,    145,    1239
MWSC 5374,289.567,60.64,91.661,20.27,  0.175,   2.02,   4.23,,,     30,    1732
IRAS 02459+6029,42.697,60.65,137.05,1.092,  0.070,  -2.32,   2.72,,,     13,   12998
NGC 581,23.316,60.652,128.038,-1.804,  0.170,  -1.14,   0.37,  -41.43,    1.65,    176,    2199
NGC 6939,307.882,60.66,95.904,12.3,  0.320,  -2.07,  -1.35,  -42.00,    2.00,    668,    1800
NGC 659,26.093,60.67,129.372,-1.538,  0.155,  -0.46,  -0.63,,,    234,    2300
Stock 7,37.432,60.675,134.684,0.066,  0.145,  -2.38,  -1.33,   -3.67,    6.33,     97,     850
SAI 6,6.978,60.677,120.054,-2.063,  0.120,  -0.30,  -1.36,  -47.00,    3.70,    109,    3100
FSR 0460,359.772,60.694,116.566,-1.529,  0.085,   1.71,  -3.26,,,     63,    5875
FSR 0547,22.439,60.713,127.604,-1.811,  0.080,   0.85,  -0.39,,,     27,    2800
IRAS 02044+6031,32.032,60.75,132.167,-0.739,  0.270,   0.95,  -1.43,  -57.99,,    168,    2735
NGC 7419,343.572,60.8,109.122,1.109,  0.130,  -0.70,   1.55,  -74.00,    4.50,    159,    2100
FSR 0369,334.166,60.803,105.144,3.394,  0.060,  -1.64,  -8.27,,,     27,    4427
FSR 0422,348.804,60.81,111.465,0.099,  0.075,  -0.89,  -1.93,,,     44,    1200
FSR 0451,357.848,60.834,115.678,-1.189,  0.090,  -0.80,  -2.25,,,    109,    1732
Dolidze 12,10.193,60.855,121.633,-1.99,  0.130,  -0.72,  -0.99,,,    112,    4000
Pfleiderer 3,347.033,60.878,110.691,0.485,  0.090,  -4.20,  -0.87,,,     93,    5500
FSR 0448,356.79,60.91,115.197,-0.993,  0.160,   0.70,  -3.26,,,    223,    2012
Berkeley 58,0.068,60.933,116.755,-1.324,  0.155,   0.56,   1.56,,,    197,    2700
Berkeley 60,4.425,60.934,118.844,-1.67,  0.090,  -0.50,  -3.78,,,     91,    3299
Berkeley 6,27.825,61.06,130.111,-0.975,  0.150,  -1.29,  -3.22,,,    168,    2500
ASCC 118,332.115,61.095,104.491,4.201,  0.205,  -4.53,  -4.52,  -42.00,   10.00,    238,    1033
FSR 0578,35.016,61.102,133.433,0.05,  0.100,   2.22,  -2.11,,,     20,    2668
NGC 189,9.87,61.115,121.488,-1.723,  0.120,  -0.31,  -2.71,,,     82,    1300
King 13,2.514,61.184,117.965,-1.288,  0.115,  -0.14,  -2.99,,,    142,    3100
NGC 7790,359.595,61.198,116.584,-1.018,  0.145,  -0.95,  -0.40,  -80.23,    1.62,    139,    2900
BDSB 44,350.178,61.2,112.226,0.228,  0.130,   0.60,  -2.00,  -27.00,,    101,    2500
NGC 663,26.55,61.225,129.475,-0.949,  0.240,  -0.98,  -1.94,  -31.58,    2.01,    516,    2100
BDSB 48,3.862,61.26,118.618,-1.31,  0.070,  -2.41,  -3.25,,,     21,    8000
Trumpler 1,23.91,61.275,128.219,-1.142,  0.080,   0.67,  -2.16,  -65.00,   30.00,     50,    2399
FSR 0425,348.699,61.285,111.59,0.56,  0.090,  -1.89,  -1.21,,,     53,    2644
FSR 0534,19.359,61.3,126.049,-1.414,  0.100,  -2.17,  -3.02,,,     74,    1800
NGC 103,6.27,61.34,119.776,-1.37,  0.090,  -2.49,  -3.62, -116.70,,     71,    2501
Czernik 5,28.927,61.354,130.557,-0.563,  0.090,  -3.13,  -3.18,,,    102,    2400
Czernik 43,351.469,61.375,112.869,0.186,  0.145,  -0.39,  -4.07,  -58.05,    2.95,    180,    2500
NGC 7788,359.176,61.397,116.429,-0.782,  0.120,   0.19,  -2.74,  -24.00,    5.20,    104,    2200
BDSB 30,333.671,61.44,105.303,4.055,  0.075,  -2.03,  -4.47,,,     27,    1490
IC 1805,38.182,61.455,134.727,0.925,  0.270,  -1.40,  -2.23,  -48.50,    6.11,    486,    1700
Czernik 4,23.902,61.463,128.183,-0.958,  0.070,   1.84,  -1.84,  -11.40,    0.25,     24,    1632
FSR 0480,3.736,61.471,118.588,-1.093,  0.140,  -0.31,  -2.33,,,    202,    5492
Czernik 1,1.902,61.49,117.726,-0.938,  0.070,  -3.83,   1.66,,,     36,    2609
NGC 7538,348.405,61.5,111.538,0.811,  0.105,  -2.40,  -2.67,  -64.90,,     41,    2800
NGC 136,7.901,61.51,120.568,-1.271,  0.125,   0.31,  -1.16,,,     77,    3519
NGC 381,17.108,61.579,124.953,-1.226,  0.180,   0.22,  -2.07,  -22.00,    6.00,    233,    1200
ASCC 4,13.32,61.6,123.151,-1.271,  0.210,  -1.15,  -0.63,   -9.24,    9.30,    118,     550
NGC 1027,40.665,61.62,135.747,1.547,  0.235,  -2.22,  -0.83,   15.00,    3.80,    273,     950
Frolov 1,359.355,61.623,116.559,-0.579,  0.100,  -4.99,  -1.35,   16.40,    3.00,     43,    2000
FSR 0378,334.868,61.625,105.882,3.892,  0.115,  -3.89,  -7.08,,,     43,   10000
FSR 0584,36.803,61.628,134.052,0.842,  0.093,   1.19,   0.55,,,     19,    2009
Teutsch 76,337.185,61.634,106.819,3.31,  0.067,  -2.88,  -5.00,,,     33,    3501
NGC 7654,351.177,61.637,112.823,0.479,  0.325,  -0.23,  -3.50,  -40.00,    5.60,   1137,    1350
Harvard 21,358.555,61.74,116.214,-0.383,  0.060,   0.05,  -3.47,,,     40,    2501
Mayer 1,5.514,61.741,119.461,-0.933,  0.115,  -3.87,  -3.27,  -20.90,    2.00,    115,    1430
NGC 225,10.8,61.782,121.958,-1.074,  0.180,  -3.09,  -0.75,  -28.00,,    155,     850
Tombaugh 4,37.29,61.785,134.21,1.072,  0.120,   0.91,  -2.72,,,    105,    3700
IC 166,28.095,61.865,130.05,-0.162,  0.245,  -4.52,  -1.27,  -36.70,    4.04,    566,    4801
King 15,8.199,61.89,120.738,-0.902,  0.095,  -3.27,  -0.31,,,     27,    5500
NGC 654,25.995,61.9,129.077,-0.343,  0.160,   0.90,  -3.36,  -38.79,    2.50,    179,    1786
BDSB 46,354.942,61.927,114.607,0.219,  0.070,  -5.14,  -5.18,  -57.00,   28.00,     23,    2000
Czernik 44,353.396,61.938,113.913,0.437,  0.100,  -3.76,  -2.19,,,     86,    1536
King 12,358.257,61.959,116.125,-0.138,  0.100,  -0.30,  -3.30,  -38.00,    6.80,     87,    2400
Czernik 17,58.105,61.96,142.552,6.194,  0.070,   0.17,  -2.19,,,     27,    2900
Stock 24,9.941,61.965,121.56,-0.876,  0.145,  -1.66,   1.30,,,    129,    2400
Teutsch 162,41.917,61.973,136.134,2.118,  0.110,  -1.45,  -1.56,,,     37,    1600
IRAS 02232+6138,36.642,61.988,133.852,1.15,  0.190,  -0.85,   1.30,  -47.10,,     79,    1835
Teutsch 55,37.35,62.07,134.131,1.347,  0.115,  -0.20,  -2.63,,,    101,    2006
FSR 0404,343.35,62.12,109.604,2.342,  0.125,  -3.01,  -3.54,  -39.40,,     48,    5763
FSR 0524,14.32,62.125,123.615,-0.739,  0.110,  -1.57,  -0.07,,,    101,    1841
Stock 17,355.947,62.165,115.125,0.323,  0.090,  -2.05,  -6.88,  -44.80,,     81,    2400
NGC 366,16.635,62.224,124.69,-0.596,  0.160,  -0.48,  -2.08,,,    185,    2200
Czernik 7,30.755,62.253,131.157,0.53,  0.120,  -4.16,  -1.91,,,     55,    3001
Stock 3,18.038,62.258,125.34,-0.517,  0.110,  -0.13,  -0.64,   -6.00,,     90,    1363
SAI 16,31.413,62.265,131.448,0.627,  0.090,  -0.31,  -1.42,,,     78,    4739
ASCC 117,331.35,62.27,104.889,5.365,  0.245,  -1.36,  -4.97,  -11.39,    0.80,    133,    1500
IRAS 02541+6208,44.82,62.3,137.196,3.023,  0.320,   1.49,  -0.76,  -53.17,,    212,    2273
Czernik 13,41.114,62.318,135.646,2.269,  0.100,   0.29,  -0.32,,,    145,    4101
Pfleiderer 4,357.728,62.32,115.967,0.27,  0.125,   1.60,  -5.53, -125.87,    1.00,     49,    7722
NGC 1502,61.958,62.331,143.673,7.657,  0.300,   0.01,  -0.54,  -13.95,    2.32,    203,    1023
FSR 0346,319.98,62.347,100.934,8.895,  0.090,  -4.71,  -6.53,,,     35,    2820
Berkeley 7,28.545,62.37,130.135,0.379,  0.110,  -4.30,  -1.95,,,    144,    2600
FSR 0498,7.275,62.409,120.349,-0.351,  0.095,  -3.86,  -1.85,,,     64,    1800
ASCC 130,358.178,62.448,116.199,0.346,  0.140,  -1.48,  -1.35,,,     94,    3500
IRAS 02497+6217,43.627,62.525,136.602,2.966,  0.215,   0.79,  -1.42,,,     95,    2056
FSR 0347,320.575,62.58,101.297,8.861,  0.100,  -3.91,  -6.64,,,     54,    2953
SAI 21,38.708,62.588,134.519,2.065,  0.090,  -1.25,  -2.10,,,     44,    1900
FSR 0406,343.428,62.6,109.847,2.758,  0.100,  -0.76,  -3.28,  -23.70,   10.00,     31,    7154
Stock 20,6.314,62.602,119.925,-0.117,  0.140,  -2.56,  -3.24,,,    145,    1100
NGC 7160,328.418,62.61,104.016,6.462,  0.220,  -2.49,  -2.37,  -26.28,    3.88,     71,     800
SAI 14,21.517,62.613,126.903,0.009,  0.120,   2.24,  -3.98,,,     93,    5086
MWSC 5011,96.15,62.63,152.195,20.924,  0.155,   2.24,  -0.94,,,     53,    1272
King 21,357.465,62.7,115.938,0.667,  0.100,  -2.33,  -4.11,,,    109,    2101
ASCC 1,2.413,62.704,118.162,0.22,  0.105,  -3.97,  -3.18,  -69.67,    4.67,     72,    1600
SAI 4,5.907,62.71,119.75,0.01,  0.067,  -4.53,  -3.83, -100.70,,     45,    1600
Kronberger 55,358.267,62.778,116.314,0.659,  0.040,  -1.32,  -4.55,,,     19,    1988
Czernik 3,15.787,62.787,124.27,-0.054,  0.080,  -1.55,   0.36,,,     39,    1600
Czernik 6,30.48,62.85,130.873,1.07,  0.115,  -3.85,   0.05,,,     77,    1391
FSR 0413,345.21,62.888,110.709,2.671,  0.065,  -4.95,  -2.17,,,     22,    1800
Berkeley 5,26.925,62.933,129.282,0.757,  0.080,   0.11,  -2.78,,,     36,    6000
FSR 0414,345.435,62.983,110.841,2.715,  0.075,  -1.18,   0.27,  -23.00,,     35,     957
FSR 0542,21.45,62.985,126.822,0.373,  0.140,   1.22,  -2.31,,,    138,    1934
Teutsch 23,356.962,62.997,115.787,1.011,  0.060,   3.66,  -5.83,,,     40,    2800
FSR 0416,345.525,63.065,110.912,2.773,  0.110,  -1.49,  -0.09,,,     42,     700
FSR 0536,19.933,63.067,126.13,0.371,  0.160,  -1.16,   1.98,,,    146,    3001
BDSB 51,17.152,63.118,124.872,0.311,  0.065,  -0.35,   5.41,,,     19,   12002
Trumpler 3,48.053,63.15,138.068,4.493,  0.470,  -1.80,   1.60,   -8.58,    1.12,    502,     620
FSR 0418,346.113,63.166,111.197,2.758,  0.155,  -2.41,  -1.07,,,    156,    2926
King 14,8.014,63.181,120.748,0.391,  0.140,  -3.75,  -1.55,,,    188,    2600
Negueruela 1,356.827,63.22,115.782,1.242,  0.145,   2.15,  -6.98,  -60.30,    0.01,    137,    2800
Pismis-Moreno 1,334.605,63.222,106.663,5.291,  0.225,   0.80,  -2.52,  -23.25,    0.25,    113,     800
NGC 559,22.38,63.302,127.194,0.746,  0.300,  -2.95,  -1.07,  -37.70,,    528,    2200
NGC 146,8.226,63.305,120.852,0.508,  0.160,  -4.17,  -2.23,,,    205,    2800
NGC 133,7.819,63.345,120.673,0.562,  0.080,  -1.92,  -1.17,,,     45,    1861
FSR 0442,352.5,63.435,113.975,1.988,  0.180,  -0.49,  -4.09,,,    205,    1252
FSR 0388,335.88,63.445,107.267,5.166,  0.215,  -2.72,  -0.05,,,     82,    1050
IRAS 01546+6319,29.332,63.49,130.206,1.553,  0.390,  -3.17,  -1.04,,,    378,    2400
Berkeley 104,0.852,63.58,117.619,1.205,  0.135,  -4.57,  -4.37,,,    136,    3599
FSR 0538,20.512,63.703,126.315,1.033,  0.115,  -0.95,   2.77,,,     82,    2146
Berkeley 63,34.899,63.73,132.501,2.508,  0.110,  -2.60,   2.98,,,     72,    3991
FSR 0494,6.42,63.75,120.088,1.021,  0.165,  -2.97,  -2.66,,,    245,    5087
NGC 886,35.862,63.755,132.894,2.677,  0.170,  -1.47,   0.52,,,    145,    1000
Berkeley 100,351.477,63.778,113.653,2.458,  0.065,  -1.25,  -2.58,,,     28,    2700
Berkeley 62,15.277,63.935,123.994,1.083,  0.160,  -2.65,   1.70,,,    198,    2000
Berkeley 93,328.95,63.945,105.045,7.355,  0.160,  -1.27,  -0.33,,,     22,    5733
FSR 0496,6.675,64.03,120.227,1.288,  0.170,  -0.29,  -2.48,,,    235,    1123
NGC 637,25.777,64.045,128.549,1.738,  0.145,  -0.25,  -2.00,  -39.10,    7.10,    103,    2304
Dias 1,10.653,64.06,121.967,1.205,  0.140,  -0.86,   1.33,,,    165,    2186
Dolidze 13,12.51,64.091,122.779,1.22,  0.110,  -1.49,   2.45,,,     58,    2400
FSR 0398,339.06,64.133,108.831,5.028,  0.225,  -2.37,  -0.45,,,    294,    1200
FSR 0430,348.856,64.155,112.701,3.207,  0.135,  -3.60,  -0.73,,,     84,     871
King 16,10.965,64.18,122.107,1.32,  0.130,  -0.66,   1.58,,,    124,    2325
Berkeley 101,353.188,64.205,114.5,2.629,  0.180,  -2.33,  -0.44,,,    166,    3000
FSR 0612,47.55,64.28,137.295,5.35,  0.090,   0.58,  -1.84,,,     50,    1900
Stock 5,31.136,64.355,130.74,2.597,  0.240,   1.12,  -1.16,  -19.30,    0.70,    233,    1100
Berkeley 4,11.268,64.382,122.244,1.519,  0.170,  -0.23,   1.01,,,    176,    3300
King 1,5.516,64.384,119.763,1.693,  0.220,  -2.68,  -4.31,,,    596,    1659
FSR 0553,25.235,64.515,128.227,2.153,  0.120,  -1.15,   0.87,,,    119,    7500
NGC 609,24.095,64.535,127.74,2.084,  0.125,  -0.45,  -1.38,,,    124,    4499
Czernik 45,358.957,64.62,117.016,2.389,  0.075,  -6.03,  -7.14,  -79.80,,     29,    2501
Stock 18,0.398,64.625,117.622,2.268,  0.080,  -3.59,  -1.15,,,     32,     774
FSR 0519,13.122,64.667,123.044,1.795,  0.140,   0.03,   2.47,,,     95,    1517
ASCC 127,347.207,64.845,112.3,4.113,  0.675,   6.40,  -2.65,   -8.24,    2.65,    427,     400
FSR 0551,24.925,64.875,128.029,2.482,  0.070,   2.10,  -1.13,,,     38,    3500
FSR 0508,10.473,64.956,121.921,2.103,  0.055,   2.23,  -0.07,,,     41,    5053
FSR 0423,344.375,65.48,111.469,5.176,  0.150,  -0.87,  -2.79,,,    144,    3801
FSR 0643,73.778,65.555,144.781,13.656,  0.120,  -2.81,  -3.62,,,     39,    3001
BDB 94,1.68,65.629,118.336,3.157,  0.085,  -2.73,  -2.39,,,     26,    1700
Pfleiderer 1,17.01,65.662,124.643,2.845,  0.090,   2.46,   0.32,,,     40,    4126
NGC 7142,326.303,65.792,105.363,9.494,  0.260,  -1.98,   0.79,  -44.12,    3.62,    313,    2200
FSR 0522,13.5,65.797,123.195,2.927,  0.105,  -1.16,   1.93,,,     79,    2094
FSR 0546,24.3,65.85,127.595,3.393,  0.150,   2.32,   0.36,,,    140,    2501
Berkeley 64,35.415,65.89,131.976,4.615,  0.107,  -2.19,   2.38,,,     90,    4801
FSR 0549,24.912,65.921,127.828,3.509,  0.090,   1.85,   1.07,,,     69,    6001
FSR 0516,12.637,65.965,122.841,3.093,  0.170,  -1.80,  -0.45,,,     65,     810
BDSB 31,325.485,66.085,105.305,9.934,  0.050,  -2.92,   1.58,,,      7,    1300
NGC 7129,325.725,66.11,105.396,9.888,  0.068,  -1.41,  -3.97,,,      9,    1046
FSR 0465,357.755,66.188,116.878,4.029,  0.110,  -2.68,  -1.57,,,    123,    4601
Berkeley 10,54.9,66.49,138.619,8.886,  0.235,  -1.72,  -1.22,,,    172,    2201
FSR 0405,338.197,66.67,109.804,7.4,  0.125,  -2.81,  -1.84,,,     91,    5213
Berkeley 61,12.079,67.193,122.629,4.323,  0.100,  -1.95,   0.98,,,     51,    2153
Berkeley 59,0.559,67.425,118.223,5.004,  0.220,  -3.20,  -1.11,  -12.50,    7.08,     89,    1000
FSR 0561,31.474,67.745,129.913,5.888,  0.135,  -3.10,  -1.04,,,     38,    1466
FSR 0558,30.131,67.803,129.405,5.804,  0.100,  -2.89,  -1.47,,,     66,    2501
NGC 7762,357.465,68.025,117.201,5.841,  0.213,  -2.88,   0.00,,,    276,     780
PTB 9,357.502,68.033,117.217,5.845,  0.295,  -2.80,   0.04,,,    343,     850
PTB 6,358.115,68.193,117.477,5.948,  0.175,  -3.59,  -3.05,,,    160,    2750
PTB 7,3.801,68.318,119.581,5.682,  0.165,  -0.22,  -1.11,,,    172,    3233
Skiff J0058+68.4,14.543,68.465,123.553,5.601,  0.320,  -1.83,   0.79,,,    598,    2000
FSR 0368,317.7,68.545,104.926,13.793,  0.135,  -3.45,  -5.90,,,     31,    1513
IRAS 00013+6817,0.996,68.565,118.599,6.093,  0.090,  -3.52,  -1.55,,,     23,    1338
King 11,356.94,68.648,117.163,6.492,  0.300,  -4.94,  -4.76,  -35.00,    4.13,    454,    2850
FSR 0581,44.026,68.825,133.831,8.634,  0.140,   0.76,  -3.04,,,     55,     930
FSR 0503,7.357,68.894,120.942,6.107,  0.140,   0.53,   1.02,,,    119,    4701
FSR 0429,342.865,69.058,112.519,8.648,  0.125,  -0.10,  -1.06,,,     36,    4051
FSR 0428,342.345,69.079,112.361,8.751,  0.130,  -2.23,  -3.68,,,     72,    3616
FSR 0576,42.922,69.245,133.281,8.826,  0.110,   4.21,  -0.18,,,     13,    5200
